num,char,slug,clip,clip_f,clip_en,clip_en_f,lang,text
011,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_011.mp3,02_Assets/audio/voice/commander_f/commander_f_011.mp3,02_Assets/audio/voice_en/commander/commander_011.mp3,02_Assets/audio/voice_en/commander_f/commander_f_011.mp3,ko,구한다.
012,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_012.mp3,02_Assets/audio/voice/commander_f/commander_f_012.mp3,02_Assets/audio/voice_en/commander/commander_012.mp3,02_Assets/audio/voice_en/commander_f/commander_f_012.mp3,ko,간다.
013,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_013.mp3,02_Assets/audio/voice/commander_f/commander_f_013.mp3,02_Assets/audio/voice_en/commander/commander_013.mp3,02_Assets/audio/voice_en/commander_f/commander_f_013.mp3,ko,"크리그를, 벌써 여기서 만나는군."
014,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_014.mp3,02_Assets/audio/voice/commander_f/commander_f_014.mp3,02_Assets/audio/voice_en/commander/commander_014.mp3,02_Assets/audio/voice_en/commander_f/commander_f_014.mp3,ko,사람부터 꺼낸다.
015,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_015.mp3,02_Assets/audio/voice/commander_f/commander_f_015.mp3,02_Assets/audio/voice_en/commander/commander_015.mp3,02_Assets/audio/voice_en/commander_f/commander_f_015.mp3,ko,"백구, 62%면 충분해."
016,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_016.mp3,02_Assets/audio/voice/commander_f/commander_f_016.mp3,02_Assets/audio/voice_en/commander/commander_016.mp3,02_Assets/audio/voice_en/commander_f/commander_f_016.mp3,ko,마르코 폴로. 이 구역 독립 중개상이라고 했어. 치크스 눈 피해 밀무역하는 사람 — 그가 통신 장비를 갖고 있을 거야.
017,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_017.mp3,02_Assets/audio/voice/commander_f/commander_f_017.mp3,02_Assets/audio/voice_en/commander/commander_017.mp3,02_Assets/audio/voice_en/commander_f/commander_f_017.mp3,ko,여긴 은하 공용 항로다. 비켜.
018,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_018.mp3,02_Assets/audio/voice/commander_f/commander_f_018.mp3,02_Assets/audio/voice_en/commander/commander_018.mp3,02_Assets/audio/voice_en/commander_f/commander_f_018.mp3,ko,"발굴한다. 살아있는 거라면, 더더욱."
019,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_019.mp3,02_Assets/audio/voice/commander_f/commander_f_019.mp3,02_Assets/audio/voice_en/commander/commander_019.mp3,02_Assets/audio/voice_en/commander_f/commander_f_019.mp3,ko,오르크를 잡으면 다음 경로가 열려. 출발한다.
020,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_020.mp3,02_Assets/audio/voice/commander_f/commander_f_020.mp3,02_Assets/audio/voice_en/commander/commander_020.mp3,02_Assets/audio/voice_en/commander_f/commander_f_020.mp3,ko,"치크스 변이 포자 ×3, 마침 이 구역 화물이다. 위장 미끼로 써먹자."
021,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_021.mp3,02_Assets/audio/voice/commander_f/commander_f_021.mp3,02_Assets/audio/voice_en/commander/commander_021.mp3,02_Assets/audio/voice_en/commander_f/commander_f_021.mp3,ko,설계도를 없앤다. 그리고 테슬라도 산 채로 꺼낸다. …사람부터다.
022,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_022.mp3,02_Assets/audio/voice/commander_f/commander_f_022.mp3,02_Assets/audio/voice_en/commander/commander_022.mp3,02_Assets/audio/voice_en/commander_f/commander_f_022.mp3,ko,"지하 감옥 진입 루트 — 마르코, 구역 지도 뽑을 수 있어?"
023,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_023.mp3,02_Assets/audio/voice/commander_f/commander_f_023.mp3,02_Assets/audio/voice_en/commander/commander_023.mp3,02_Assets/audio/voice_en/commander_f/commander_f_023.mp3,ko,"이순신 장군이 수백 년째 저기 갇혀 있다. 오늘, 우리가 끝낸다."
024,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_024.mp3,02_Assets/audio/voice/commander_f/commander_f_024.mp3,02_Assets/audio/voice_en/commander/commander_024.mp3,02_Assets/audio/voice_en/commander_f/commander_f_024.mp3,ko,장군. 함께 갑시다.
025,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_025.mp3,02_Assets/audio/voice/commander_f/commander_f_025.mp3,02_Assets/audio/voice_en/commander/commander_025.mp3,02_Assets/audio/voice_en/commander_f/commander_f_025.mp3,ko,함께 처리하자.
026,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_026.mp3,02_Assets/audio/voice/commander_f/commander_f_026.mp3,02_Assets/audio/voice_en/commander/commander_026.mp3,02_Assets/audio/voice_en/commander_f/commander_f_026.mp3,ko,아우레우스 정보 칩으로 좌표 분석. 진입한다.
027,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_027.mp3,02_Assets/audio/voice/commander_f/commander_f_027.mp3,02_Assets/audio/voice_en/commander/commander_027.mp3,02_Assets/audio/voice_en/commander_f/commander_f_027.mp3,ko,"아이젠클로. 100년 봉쇄의 집행관. 오늘, 네 쇠사슬을 여기서 끊는다."
028,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_028.mp3,02_Assets/audio/voice/commander_f/commander_f_028.mp3,02_Assets/audio/voice_en/commander/commander_028.mp3,02_Assets/audio/voice_en/commander_f/commander_f_028.mp3,ko,"들어간다. 아우레우스 태양핵 셋, 메카니카 양자칩 셋 — 충분해."
029,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_029.mp3,02_Assets/audio/voice/commander_f/commander_f_029.mp3,02_Assets/audio/voice_en/commander/commander_029.mp3,02_Assets/audio/voice_en/commander_f/commander_f_029.mp3,ko,진입한다.
030,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_030.mp3,02_Assets/audio/voice/commander_f/commander_f_030.mp3,02_Assets/audio/voice_en/commander/commander_030.mp3,02_Assets/audio/voice_en/commander_f/commander_f_030.mp3,ko,전 함대. 진형 학익진. 거북선 중앙. 진입한다.
031,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_031.mp3,02_Assets/audio/voice/commander_f/commander_f_031.mp3,02_Assets/audio/voice_en/commander/commander_031.mp3,02_Assets/audio/voice_en/commander_f/commander_f_031.mp3,ko,아이젠클로. 100년 동안 인류를 가뒀던 책임 — 오늘 끝낸다.
032,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_032.mp3,02_Assets/audio/voice/commander_f/commander_f_032.mp3,02_Assets/audio/voice_en/commander/commander_032.mp3,02_Assets/audio/voice_en/commander_f/commander_f_032.mp3,ko,발사.
033,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_033.mp3,02_Assets/audio/voice/commander_f/commander_f_033.mp3,02_Assets/audio/voice_en/commander/commander_033.mp3,02_Assets/audio/voice_en/commander_f/commander_f_033.mp3,ko,모두. 발사.
034,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_034.mp3,02_Assets/audio/voice/commander_f/commander_f_034.mp3,02_Assets/audio/voice_en/commander/commander_034.mp3,02_Assets/audio/voice_en/commander_f/commander_f_034.mp3,ko,백구.
035,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_035.mp3,02_Assets/audio/voice/commander_f/commander_f_035.mp3,02_Assets/audio/voice_en/commander/commander_035.mp3,02_Assets/audio/voice_en/commander_f/commander_f_035.mp3,ko,내려간다.
036,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_036.mp3,02_Assets/audio/voice/commander_f/commander_f_036.mp3,02_Assets/audio/voice_en/commander/commander_036.mp3,02_Assets/audio/voice_en/commander_f/commander_f_036.mp3,ko,어디든. 우리는 함께다.
037,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_037.mp3,02_Assets/audio/voice/commander_f/commander_f_037.mp3,02_Assets/audio/voice_en/commander/commander_037.mp3,02_Assets/audio/voice_en/commander_f/commander_f_037.mp3,ko,이순신 제독님.
038,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_038.mp3,02_Assets/audio/voice/commander_f/commander_f_038.mp3,02_Assets/audio/voice_en/commander/commander_038.mp3,02_Assets/audio/voice_en/commander_f/commander_f_038.mp3,ko,아직 봉쇄 중입니다.
039,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_039.mp3,02_Assets/audio/voice/commander_f/commander_f_039.mp3,02_Assets/audio/voice_en/commander/commander_039.mp3,02_Assets/audio/voice_en/commander_f/commander_f_039.mp3,ko,네. 100년이 지났습니다.
040,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_040.mp3,02_Assets/audio/voice/commander_f/commander_f_040.mp3,02_Assets/audio/voice_en/commander/commander_040.mp3,02_Assets/audio/voice_en/commander_f/commander_f_040.mp3,ko,당신은…?
041,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_041.mp3,02_Assets/audio/voice/commander_f/commander_f_041.mp3,02_Assets/audio/voice_en/commander/commander_041.mp3,02_Assets/audio/voice_en/commander_f/commander_f_041.mp3,ko,찾았습니다. 설계도 1권을 가지고 있습니다.
042,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_042.mp3,02_Assets/audio/voice/commander_f/commander_f_042.mp3,02_Assets/audio/voice_en/commander/commander_042.mp3,02_Assets/audio/voice_en/commander_f/commander_f_042.mp3,ko,예상했다고요?
043,주인공(사령관),commander,02_Assets/audio/voice/commander/commander_043.mp3,02_Assets/audio/voice/commander_f/commander_f_043.mp3,02_Assets/audio/voice_en/commander/commander_043.mp3,02_Assets/audio/voice_en/commander_f/commander_f_043.mp3,ko,광개토대왕.
044,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_001.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_001.mp3,,ko,"사령관. 기상하세요. 에너지 잔량 7% — 이 경보 울리려고, 마지막 한 줌까지 긁어모았어요."
045,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_002.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_002.mp3,,ko,"100년 3개월 12일. 그동안 저는 한 번도 전원을 끄지 않았어요. 끄면, 깨워 줄 사람이 없을 것 같아서요."
046,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_003.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_003.mp3,,ko,"우르사 메이저의 봉쇄, 그대로입니다. 떠날 때보다 오히려 더 조여졌어요."
047,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_004.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_004.mp3,,ko,네. 그러니 감상은 나중에 하세요 — 일단 살아야 그 고향에 갑니다. 격납고에 고철 프레임이 흩어져 있어요. 수거하면 멈춘 엔진에 다시 불을 붙일 수 있습니다.
048,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_005.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_005.mp3,,ko,"볼프 교역소예요. 수퍼비아 내권역의 낡은 정거장 — 그런데 사령관님, 불이 켜져 있어요. 100년 만에 처음 보는 '살아있는' 신호입니다."
049,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_006.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_006.mp3,,ko,"버티는 거죠, 우리처럼. 저들에게 중력수정을 싸게 사서 아우레우스에 넘기면 40% 차익 — 첫 자금이에요."
050,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_007.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_007.mp3,,ko,"큰 불도 불씨 하나에서 시작해요. 살아남는 게, 반격의 첫 걸음입니다."
051,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_008.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_008.mp3,,ko,"사령관님, 저 안쪽 노인한테서 100년 묵은 데이터 냄새가 나요. 제가 먼저 가볼게요."
052,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_009.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_009.mp3,,ko,"설계도 단편 1/3, 골격도예요. 사령관님, 이건 단순한 함선이 아닙니다. 우르사 메이저조차 두려워했던 전설이에요."
053,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_010.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_010.mp3,,ko,"나머지 두 조각을 모으는 길이, 곧 그 전설을 만나는 길입니다."
054,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_011.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_011.mp3,,ko,"마르코 폴로 — 정보 브로커 등록. 허풍인지 진짜인지는, 제가 지켜볼게요."
055,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_012.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_012.mp3,,ko,"아우레우스 내권역이에요. 세금도 규정도 빡빡해요 — 대신 수퍼비아 중력수정은 여기선 희귀품, 비싸게 팔려요."
056,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_013.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_013.mp3,,ko,거북선 설계도 단편 2/3 확보 — 외피 가시 돌기 구조도. 코어 단편 하나만 더면 복원됩니다.
057,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_014.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_014.mp3,,ko,"크리그 소형 3, 중형 지휘선 1. 그리고 — 민간 광부 7명이 안에 잡혀 있어요. …이건, 마음에 안 들어요."
058,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_015.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_015.mp3,,ko,"해적 소형 2, 지휘선 1 — 외곽 배치. 제가 먼저 길 열게요."
059,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_016.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_016.mp3,,ko,생존 확률 62%. 이순신 구출 시 크리그 전략 정보 확보 89%.
060,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_017.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_017.mp3,,ko,"사실은, 사령관님이랑이면 100%라고 적고 싶었어요. …그냥요."
061,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_018.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_018.mp3,,ko,"말로 통할 상대가 아니에요. 전투 모드 전환, 적 3기 포착."
062,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_019.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_019.mp3,,ko,"우주어 자동 번역 활성화. …100년입니다, 장군님."
063,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_020.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_020.mp3,,ko,SW01 무기 세트 + SA01 장갑 세트 자동 장착 완료. 화력 대폭 상승.
064,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_021.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_021.mp3,,ko,"임무 완료. 다음 항로 — 저항군에게 손을 내밀러 갑니다. 이제, 혼자가 아니에요."
065,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_022.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_022.mp3,,ko,페스작센 외곽 — 약 200년 전 좌표의 잔해 신호 감지. 옛 지구 해군 식별 코드 'HMS Victory'.
066,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_023.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_023.mp3,,ko,영웅 합류: 호레이쇼 넬슨. 옛 지구 해군 진형 데이터 입수 → 학익진 명중률 +15%.
067,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_024.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_024.mp3,,ko,공장 지하 연구동에서 보존 캡슐 발견 — 생체 반응! 살아있어요.
068,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_025.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_025.mp3,,ko,"임무 완료. 집행관 격파, 이휘소 박사 합류. 이제 캅테인 균열을 지나 — 우르사 메이저의 본거지로 향합니다."
069,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_026.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_026.mp3,,ko,"아이젠클로 기함 포착 — 크기 2배, 장갑 등급 이상. …이 냄새, 적의 우두머리예요. 전 함선, 전투 준비!"
070,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_027.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_027.mp3,,ko,캅테인b 균열. 시공이 뒤틀려 있어요. 아우레우스 태양핵 안정화 코어가 없으면 함대가 분해돼요.
071,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_028.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_028.mp3,,ko,⚠ 좌우 시공축 ±0.3 변동. 함대 자세 보정 중.
072,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_029.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_029.mp3,,ko,영웅 합류: A. 아인슈타인. 8영웅 완전체 — 함대 최종 강화 상태.
073,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_030.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_030.mp3,,ko,거북선 + 8영웅 + 보이드 방어막 해석 장비 + 시공 보정 알고리즘 — 모든 준비 완료.
074,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_031.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_031.mp3,,ko,"임무 완료. 이제, 마지막입니다 — 제타 레티쿨리, 그리고 지구. 우르사 메이저를 끝장내고, 지구를 되찾으러 갑니다."
075,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_032.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_032.mp3,,ko,제타 레티쿨리. 우르사 메이저 본거지에 도착했어요. 적함 신호 — 총 30기 식별.
076,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_033.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_033.mp3,,ko,전투력 1천만 단위! 하지만 — 거북선과 8영웅이 함께라면 못할 게 없어요.
077,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_034.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_034.mp3,,ko,사령관. 100년 3개월 12일 동안 — 당신을 기다린 보람이 있었어요.
078,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_035.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_035.mp3,,ko,좌표 — 지구. 항법 입력 완료. 가시죠.
079,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_036.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_036.mp3,,ko,이겨야 하는 싸움입니다.
080,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_037.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_037.mp3,,ko,사령관… 저도 이제 알겠습니다. 저는 100년간 당신을 기다리도록 설계된 프로그램이었습니다.
081,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_038.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_038.mp3,,ko,10만 크레딧 무역 실적 보유 팀이 왔습니다.
082,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_039.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_039.mp3,,ko,지금 위치: . 행성 광장에서 퀘스트·상점·주점 이용 가능.
083,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_040.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_040.mp3,,ko,잡파츠 정리 완료. 크레딧 들어왔어.
084,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_041.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_041.mp3,,ko,강화 실패... 이 단계 후퇴해서 +이 됐어. 재료를 더 모아서 다시 도전해.
085,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_042.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_042.mp3,,ko,강화 실패... 다음엔 운이 따르길.
086,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_043.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_043.mp3,,ko,"검은 함선과의 만남 끝났어. 보이드가 선물로 팔콘 척, 신화 설계도 장, 신화 파츠 5종, VC 개, VE 을 남겼어. 보이드 행성 100% 투자하면 마지막 시험 열려!"
087,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_044.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_044.mp3,,ko,신화급 파츠야! . 상점에서는 절대 못 사는 거야.
088,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_045.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_045.mp3,,ko,설계도 드랍! 설계도야. 재료 모아서 제작소에서 만들어봐!
089,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_046.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_046.mp3,,ko,"넬슨의 일점사야! 전 함대, 한 척에 화력 집중! ATT 두 배!"
090,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_047.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_047.mp3,,ko,신화 5종 받았어. 정비소에서 장착해.
091,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_048.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_048.mp3,,ko,추가 설계도 — 제작소 가능.
092,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_049.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_049.mp3,,ko,먼저 이 전투부터 끝내야 합니다. 끝나기 전에 도망갈 수도 없어요.
093,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_050.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_050.mp3,,ko,"사령관, 은 이미 대를 보유 중입니다. 같은 함선을 더 늘려도 함대 다양성이 떨어져 전술적으로 손해예요. 다른 함선을 합류시켜 시너지를 노려야 합니다 — 호위 함선의 특성·무장이 다양해야 적의 약점을 모두 찌를 수 있어요. 다른 함선을 함대에 넣어보세요."
094,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_051.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_051.mp3,,ko,치크스 합병 완료. 이제 우리 땅이야.
095,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_052.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_052.mp3,,ko,낙찰. 세금 ₡ 들어온다.
096,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_053.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_053.mp3,,ko,구매 완료.
097,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_054.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_054.mp3,,ko,합류. 잘 써.
098,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_055.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_055.mp3,,ko,기함 승격. 전투 시 중앙에 배치돼.
099,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_056.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_056.mp3,,ko,충성도 야. 곧 이탈할 수도 있어. 빨리 크루 태워.
100,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_057.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_057.mp3,,ko,충성도 만렙이야. 이제 한층 더 강해졌어!
101,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_058.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_058.mp3,,ko,충성도가 너무 낮아서 적에게 넘어갔어. 크루를 신경 써야 해.
102,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_059.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_059.mp3,,ko,최고 레벨 보상! 들어왔어.
103,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_060.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_060.mp3,,ko,파츠 슬롯 추가 완료. 더 강력하게 무장할 수 있어.
104,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_061.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_061.mp3,,ko,출격 준비 완료. 즉시 전열에 투입.
105,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_062.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_062.mp3,,ko,출격! 파츠/크루는 자동 회수했어. 새 함선에 다시 배치해줘.
106,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_063.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_063.mp3,,ko,정비소에 ₡에 매각했어. 파츠랑 크루는 잘 챙겨놨고.
107,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_064.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_064.mp3,,ko,의 홀로그램 외피를 형태로 재구성했어. 능력치는 그대로니까 안심해.
108,백구,baekgu,02_Assets/audio/voice/baekgu/baekgu_065.mp3,,02_Assets/audio/voice_en/baekgu/baekgu_065.mp3,,ko,의 홀로그램 외피 해제. 원본 외관으로 돌아왔어.
