clip,line_text,recognized
yisunsin_022.mp3,"저항군 반물질 ×25, 은하 혼돈 결정 ×15, 수퍼비아 중력자 ×10, 크리그 마그마 코어 ×8. 모두 모으면 — 거북선이 깨어난다.",저항군 반물질 스물다섯 개. 은하 혼돈 결정 열다섯 개. 수퍼비아 중력자 열 개. 크리그 마그마 코어 여덟 개. 모두 모으면 거북선이 깨어난다.
yisunsin_023.mp3,"아이젠클로… 내 전술로 우리를 막겠지. 허나 제 검의 약점은, 그 검을 벼린 자가 가장 잘 아는 법이다.",아이젠클로. 내 전술로 막혔지. 허나 제 검의 약점은 그 검을 벼린 자가 가장 잘 아는 법이다.
yisunsin_024.mp3,"사령관, 다음 항로로. 아이젠클로를 쫓아 — 마침내, 거북선을 완성한다.","사령관, 다음 항로로 아이젠클로를 쫓아. 마침내 거북선을 완성한다."
yisunsin_025.mp3,"아이젠콕에서 달아났던 그 자가, 여기 숨어 있었군.",아이젠콕에서 달아났던 그 자가 여기 숨어 있었군.
yisunsin_026.mp3,"둘 다 잡는다. 아이젠클로 추격, 그리고 마그마 코어.","두 다 잡는다. 아이젠클로 추격, 그리고 마그마 쿠어."
yisunsin_027.mp3,"정면 공격은 안 된다. 반란군 채널로, 내부에 스며든다.",정면 공격은 안 된다. 반란군 채널로 내부에 스며든다.
yisunsin_028.mp3,우리가 원하는 건 수퍼비아 중력자. 채굴 독점 허가가 필요하다.,우리가 원하는 건 수퍼비아 중력자 채굴 독점 허가가 필요하다.
yisunsin_029.mp3,은하 혼돈 결정. 보이드 균열에서만 나오는 자원이다.,은하혼돈결정 보이드 균열에서만 나오는 자원이다.
yisunsin_030.mp3,두 마리 토끼다. 간다.,두 마리 토끼다. 간다.
yisunsin_031.mp3,들어간다.,들어간다.
yisunsin_032.mp3,우리는 저항군과 함께 아이젠클로와 싸우고 있어요. 당신이 이휘소 박사인가요?,우리는 저항군과 함께 아이젠클로와 싸우고 있어요. 당신이 이휘소 박사인가요?
yisunsin_033.mp3,"드디어. 400년을 기다린 배가, 오늘 깨어난다.",드디어 사백 년을 기다린 배가 오늘 깨어난다.
yisunsin_034.mp3,"빅토리… 옛 지구 최후의 대해전, 그 기함이군.",비크리. 옛 지구 최후의 대전 그 기함이군.
yisunsin_035.mp3,넬슨 제독. 나는 이순신이오.,레슨 제도. 나는 이순신이오.
yisunsin_036.mp3,"학익진과 그대의 대해전 진형 — 두 바다의 전술을 하나로 묶으면, 우르사도 막을 수 없을 거요.",하객진과 그대의 대전 진영. 두 바다의 전술을 하나로 묶으면 우루사도 막을 수 없을 거요.
yisunsin_037.mp3,"사령관. 이제 우리에겐 거북선이 있다. 슈멜츠를 점령해 사령실 데이터를 연다 — 그 안에, 우르사로 가는 길이 있을 것이다.",사령관. 이제 우리에겐 거북선이 있다. 휴메츠를 점령해 사령실 데이터를 연다. 그 안에 우루사로 가는 길이 있을 것이다.
yisunsin_038.mp3,100년 봉쇄의 손발 하나를 잘랐다. 하지만 머리는 아직 남아 있다.,"백년 봉쇄, 손발 하나를 잘랐다. 하지만 머리는 아직 남아 있다. 열어라. 아이젠클로가"
yisunsin_039.mp3,박사님의 방정식이 100년 뒤 우리를 여기로 이끌었습니다. 함께 가시죠.,이렇게까지 숨겨둔 곳이라면 보통 인물이 아니다. 박사. 당신의 방정식이 백 년을 건너 우리를 여기로 이끌었소. 함께 갑시다.
yisunsin_040.mp3,"저 기함, 움직임이 익숙하다. 내 전술을 방패 삼았구나. 허나 — 그 검을 벼린 건 나다. 정면은 피해라. 호위를 걷어내고, 본함의 옆구리를 친다.",저 기함 움직임이 익숙하다. 내 전술을 방패삼았구나. 허나 그 검을 벼린 건 나다. 정녀는 피해라. 호의를 걷어내고 보남의 옆구리를 친다.
yisunsin_041.mp3,이건 — 바다의 폭풍과 같다. 흐름을 읽으면 통과할 수 있어.,이건 바다의 폭풍과 같다. 흐름을 읽으면 통과할 수 있어.
yisunsin_042.mp3,박사. 우리는 우르사 메이저를 잡으러 갑니다. 박사의 이론이 필요하오.,박사. 우리는 우루사 메이저를 잡으러 갑니다. 박사의 이론이 필요하오.
yisunsin_043.mp3,전 함대 — 거북선을 따른다.,전 함대 거북선을 따른다.
yisunsin_044.mp3,사령관. 아이젠클로에게 전달해. — 이번엔 끝이라고.,사령관. 아이젠클로에게 전달해. 이번엔 끝이라고.
yisunsin_045.mp3,"끝났어, 아이젠클로.",끝났어. 아이젠클로.
yisunsin_046.mp3,보이드 군주. 크리그 뒤에 그 존재가 있었던 거군.,보이드 군조. 크리그 뒤에 그 존재가 있었던 거군.
yisunsin_047.mp3,400년 전 거북선 — 12척으로 133척을 깼다. 오늘의 거북선 — 8영웅과 함께라면 더 큰 일도 한다.,사백년 전 거북선 열두 척으로 백삼십삼 척을 깼다. 오늘의 거북선 팔 영웅과 함께라면 더 큰일도 한다.
yisunsin_048.mp3,좌표 — 제타 레티쿨리. 우르사 메이저 본거지.,좌표 제타레티쿨리 우루사 메이저 본거지.
yisunsin_049.mp3,"400년 전, 옛 지구의 마지막 전쟁. 100년 전, 봉인. 그리고 오늘 — 마지막 일전이다.",사백년 전 옛 지구의 마지막 전쟁. 백년 전 봉인. 그리고 오늘 마지막 일전이다.
yisunsin_050.mp3,그 캡슐 — 나였다. 네가 봉인한 자가 오늘 너의 끝을 가져왔다.,그 캡슐 나였다. 네가 봉인한 자가 오늘 너의 끝을 가져왔다.
yisunsin_051.mp3,학익진. 펼친다.,학익진 펼친다.
yisunsin_052.mp3,우르사 메이저 본체 — 노출. 보이드 방어막은 아직 활성.,우루사 메이저 본체 노출. 보이드 방어막은 아직 활성.
yisunsin_053.mp3,400년 전 — 나는 12척으로 133척을 막았다. 오늘은 9척이면 충분하다.,사백년 전 나는 열두 척으로 백삼십삼 척을 막았다. 오늘은 아홉 척이면 충분하다.
yisunsin_054.mp3,거북선 노포 전탄 — 일점사!,거북선 노포 전탄 일 점 사.
yisunsin_055.mp3,끝났다. 100년 봉인의 종결이다.,끝났다. 백년 봉인의 종결이다.
yisunsin_056.mp3,"내가 살아 싸우던 그 시절, 올려다보던 바로 그 하늘이다. 변하지 않았어.","내가 살아 싸우던 그 시절, 올려다보던 바로 그 하늘이다. 변하지 않았어."
yisunsin_057.mp3,"보이드 구역 3행성 — 캅테인 균열, WASP-12 b, 제타 레티쿨리. 우르사 메이저 잔존 세력이 아직 불안정해. 서둘러야 해.",보이드 구역 삼행성 카테인 균열 워스프 십이비 제타레티쿨리. 우루사 메이저 산중 세력이 아직 불안정해. 서둘러야 해.
yisunsin_058.mp3,100년. 내가 100년을 잠들었군.,백 년. 내가 백 년을 잠들었군.
yisunsin_059.mp3,그대가 나를 깨웠소? …지구는.,그대가 나를 깨웠소. 지구는
yisunsin_060.mp3,치크스는 아직 있소. 그렇다면 아직 싸워야 할 이유가 있군.,체크스는 아직 있소. 그렇다면 아직 싸워야 할 이유가 있군.
yisunsin_061.mp3,이길 수 있는 싸움이오?,이길 수 있는 싸움이오?
yisunsin_062.mp3,말이 다르군. 이기겠다고 하지 않고 이겨야 한다고 했소. 그것이 더 정직한 대답이오. 합류하겠소.,말이 다르군. 이기겠다고 하지 않고 이겨야 한다고 했소. 그것이 더 정직한 대답이오. 합리화겠소.
yisunsin_063.mp3,사령관. 나는 불필요한 전투는 하지 않소. 이기는 전쟁만 합니다.,"사령관, 나는 불필요한 전투는 하지 않소. 이기는 전쟁만 합니다."
yisunsin_064.mp3,나요. 넬슨. 오래됐소.,"나요, 네이슨. 오래 됐소."
