clip,line_text,recognized
gagarin_011.mp3,저 컨베이어 동선이 이상해. 크리스탈 일부가 지하로 내려가고 있어. 광산 창고치고 루트가 너무 깊어.,저 컨베이어 동선이 이상해. 크리스탈 일부가 지하로 내려가고 있어. 광산 창고 치고 루트가 너무 깊어.
gagarin_012.mp3,그분을 꺼내면… 크리그 방어의 약점을 우리가 손에 쥐는 거군.,그분을 꺼내면 크리그 방어의 약점을 우리가 손에 쥐는 거거늘.
gagarin_013.mp3,"지하 감옥으로 드는 길이 있어. 자연 균열대 — 셔틀 한 대 들어갈 폭이야. 좁지만, 가능해.",지하 감옥으로 드는 길이 있어. 자형 균열대 셔틀. 한 대 들어갈 폭이야. 좁지만 가능해.
gagarin_014.mp3,이제 그 방패의 설계도가 우리 손에 있어. 장군의 전술이 거꾸로 놈들의 급소를 가리켜.,이제 그 방패의 설계도가 우리 손에 있어. 장군의 전술이 거꾸로 놈들의 급소를 가리켜.
gagarin_015.mp3,먼저 조용히 들어가서 확인해야 해. 소란은 금물.,먼저 조용히 들어가서 확인해야 해. 소라는 금물.
gagarin_016.mp3,글리제. 코르넬리우스 본사가 거기야.,글리세 코르넬리우스 본사가 거기야.
gagarin_017.mp3,설계는 누가 해? 우리 중에 함선 설계자 없잖아.,설계는 누가 해? 우리 중에 함선 설계사 없잖아.
gagarin_018.mp3,지구. …오래 꿈꿨어. 별을 처음 날던 그날부터.,지구. 오래 꿈꿨어. 결을 처음 날던 그날부터.
gagarin_019.mp3,복호기 정보와 일치해. 슈멜츠 — 거기가 다음 목표다.,폭포기 정보와 일치해. 슈메츠 거기가 다음 목표다.
gagarin_020.mp3,그리고 동료들도 구출한다. 동시에.,그리고 동료들도 구출한다. 동시에.
gagarin_021.mp3,캅테인b 균열. 보이드 행성 중 가장 접근성이 좋아. 하지만—,카페인 균열. 보이드 인성 중 가장 접근성이 좋아. 하지만
gagarin_022.mp3,게다가 — 이휘소 박사가 그 근처에 있다고 했잖아. 반드시 찾아야 해.,게다가 이휘소 박사가 그 근처에 있다고 했잖아. 반드시 찾아야 해.
gagarin_023.mp3,사령실 데이터 회수. 아이젠클로 — 격파 확인. 봉쇄 집행관이 페스작센에서 끝났어.,사령실 데이터 회수. 아이젠클로 격파 확인. 봉쇄 집행건이 패스 작전에서 끝났어.
gagarin_024.mp3,단신으로? 미친 짓이야.,단신으로 미친 짓이야.
gagarin_025.mp3,지구가 — 바로 너머야. 우리가 끝내면 — 사람들이 다시 하늘을 본다.,지구가 바로 너머야. 우리가 끝내면 사람들이 다시 하늘을 곤다.
gagarin_026.mp3,"지구가 — 바로 너머야. 사령관, 결단을 내려.",지구가 바로 너머야. 사령관 결단해. 내려.
gagarin_027.mp3,좌익도 깨끗하다. 학익진 — 완성.,좌익도 깨끗하다. 학익진 완성!
gagarin_028.mp3,지구야. 정말 지구야.,지구야. 정말 지구야.
gagarin_029.mp3,1961년 4월 12일. 내가 처음 본 지구. 그때 그대로야.,천구백육십일년 사월 십이일 내가 처음 본 지구. 그때 그대로야.
gagarin_030.mp3,"Поехали! 출발합시다! …아, 아직 전쟁 중인가요?","바이칼이 출발합시다. 아, 아직 전쟁 중인가요?"
gagarin_031.mp3,100년이요? 그러면 제가 처음 우주에 갔을 때가 170년도 더 됐겠네요. 시간은 정말 이상한 것 같아요.,백년이오. 그러면 제가 처음 우주에 갔을 때가 백칠십년도 더 됐겠네요. 시간은 정말 이상한 것 같아요.
gagarin_032.mp3,그래도 우주는 여전히 아름다울 거예요.,그래도 우주는 여전히 아름다울 거예요.
gagarin_033.mp3,이순신 제독이시군요! 당신의 한산도 해전을 공부한 적이 있어요. 소형 함선은 내 전문이에요.,이순신 제독이시군요. 당신의 한상도 일선을 궁구한 적 있어요. 소형 함선은 내 전문이에요.
gagarin_034.mp3,"와, 마르코 폴로 선생까지! 100년 만의 새 동료가 한꺼번에 둘이라니. 소형 함선은 제 전문이에요 — 기대하셔도 좋습니다.","와, 마루코 프로 선생까지 백년만에 새 동료가 한꺼번에 둘이라니. 소형 함선은 제 전문이에요. 기대하셔도 좋습니다."
gagarin_035.mp3,"사령관이시군요. 100년 만의 첫 동료가 저라니, 영광입니다. 소형 함선은 제 전문이에요 — 어디든 데려다 드리죠.",사령관이시군요. 백년만에 첫 동료가 저라니 영광입니다. 소형 함선은 제 전문이에요. 어디든 데려다 드리죠.
